EL34143A exported datalog,
File type: CSV,
File version: 1,
,
Per division: 5.000000,
Offset: -3.111111,
Trigger position: 0,
Sample interval: 0.49999872,
Number of sample: 172800/172800,
Trigger sample: 0,
Number of pre-trigger sample: 0,
Date: 2025/03/03 03:23:09,
,
"V1: 0.500000, 1.340000",
"I1: 1.000000, 0.000000",
"P1: 5.000000, 0.000000",
,
Power Enabled:,None
,
Enable:,Volt avg 1
1723,2.821271
1724,2.821105
1725,2.821215
1726,2.821283
1727,2.821101
1728,2.820786
1729,2.821333
1730,2.82111
1731,2.82047
1732,2.820689
1733,2.820434
1734,2.82085
1735,2.820652
1736,2.820288
1737,2.820116
1738,2.820278
1739,2.820129
1740,2.820034
1741,2.8203
1742,2.820293
1743,2.820077
1744,2.819768
1745,2.820233
1746,2.819849
1747,2.819771
1748,2.819947
1749,2.819894
1750,2.819765
1751,2.81955
1752,2.819479
1753,2.819674
1754,2.819683
1755,2.819534
1756,2.819738
1757,2.819502
1758,2.819463
1759,2.819291
1760,2.819224
1761,2.819361
1762,2.819191
1763,2.81898
1764,2.819219
1765,2.818917
1766,2.818913
1767,2.81886
1768,2.818831
1769,2.819002
1770,2.818784
1771,2.818962
1772,2.818886
1773,2.818794
1774,2.818601
1775,2.81842
1776,2.81855
1777,2.818451
1778,2.818504
1779,2.818441
1780,2.817994
1781,2.818142
1782,2.818125
1783,2.818003
1784,2.818101
1785,2.818211
1786,2.818119
1787,2.818083
1788,2.81794
1789,2.818032
1790,2.817903
1791,2.818207
1792,2.817958
1793,2.817669
1794,2.817786
1795,2.817991
1796,2.818016
1797,2.81797
1798,2.817557
1799,2.817725
1800,2.817661
1801,2.817683
1802,2.817525
1803,2.817444
1804,2.817368
1805,2.817225
1806,2.817356
1807,2.817123
1808,2.816963
1809,2.817081
1810,2.817076
1811,2.816772
1812,2.816609
1813,2.816731
1814,2.816799
1815,2.816588
1816,2.816602
1817,2.816627
1818,2.816569
1819,2.81656
1820,2.81688
1821,2.817019
1822,2.816766
1823,2.816601
1824,2.816717
1825,2.816695
1826,2.816664
1827,2.816564
1828,2.816672
1829,2.816618
1830,2.81625
1831,2.816456
1832,2.816067
1833,2.81596
1834,2.815746
1835,2.815392
1836,2.815352
1837,2.815455
1838,2.81533
1839,2.815572
1840,2.815277
1841,2.815233
1842,2.815325
1843,2.815485
1844,2.815527
1845,2.815515
1846,2.815325
1847,2.815156
1848,2.81529
1849,2.815099
1850,2.815091
1851,2.814954
1852,2.815302
1853,2.81513
1854,2.815049
1855,2.814952
1856,2.815008
1857,2.814713
1858,2.81455
1859,2.814511
1860,2.814512
1861,2.814356
1862,2.814604
1863,2.814445
1864,2.814314
1865,2.814209
1866,2.814482
1867,2.814438
1868,2.814302
1869,2.814375
1870,2.814583
1871,2.814225
1872,2.814202
1873,2.814152
1874,2.814124
1875,2.813884
1876,2.814017
1877,2.813902
1878,2.813793
1879,2.813968
1880,2.814084
1881,2.813787
1882,2.813829
1883,2.813792
1884,2.813564
1885,2.813601
1886,2.813536
1887,2.81365
1888,2.813386
1889,2.813051
1890,2.813145
1891,2.813239
1892,2.81294
1893,2.812933
1894,2.812608
1895,2.812887
1896,2.812837
1897,2.813006
1898,2.813044
1899,2.812938
1900,2.812841
1901,2.812814
1902,2.81285
1903,2.812767
1904,2.812801
1905,2.812845
1906,2.812749
1907,2.812611
1908,2.812408
1909,2.812323
1910,2.812799
1911,2.812687
1912,2.812621
1913,2.812486
1914,2.812379
1915,2.812361
1916,2.812408
1917,2.812325
1918,2.812186
1919,2.812296
1920,2.812016
1921,2.81239
1922,2.812164
1923,2.812177
1924,2.812088
1925,2.811873
1926,2.811719
1927,2.811848
1928,2.811922
1929,2.811773
1930,2.811661
1931,2.811759
1932,2.811709
1933,2.811384
1934,2.811192
1935,2.810958
1936,2.811008
1937,2.811178
1938,2.811227
1939,2.811154
1940,2.811074
1941,2.811036
1942,2.811178
1943,2.810979
1944,2.810783
1945,2.810894
1946,2.810805
1947,2.810709
1948,2.810918
1949,2.810973
1950,2.81085
1951,2.810553
1952,2.810555
1953,2.810883
1954,2.810649
1955,2.810732
1956,2.810818
1957,2.810697
1958,2.810581
1959,2.810234
1960,2.810362
1961,2.810081
1962,2.810203
1963,2.810057
1964,2.810356
1965,2.810379
1966,2.810385
1967,2.810018
1968,2.809971
1969,2.809953
1970,2.81006
1971,2.809983
1972,2.809727
1973,2.809997
1974,2.809902
1975,2.80953
1976,2.809506
1977,2.809565
1978,2.809306
1979,2.809565
1980,2.809317
1981,2.809025
1982,2.809403
1983,2.809608
1984,2.809421
1985,2.809605
1986,2.809413
1987,2.809228
1988,2.809114
1989,2.809142
1990,2.808874
1991,2.809046
1992,2.809169
1993,2.809038
1994,2.80905
1995,2.809044
1996,2.809119
1997,2.809009
1998,2.809067
1999,2.809161
2000,2.808784
2001,2.808859
2002,2.808545
2003,2.808725
2004,2.808533
2005,2.808867
2006,2.808798
2007,2.808573
2008,2.808855
2009,2.808904
2010,2.808586
2011,2.80882
2012,2.808942
2013,2.80858
2014,2.808624
2015,2.808381
2016,2.808175
2017,2.807921
2018,2.807535
2019,2.807687
2020,2.807704
2021,2.807739
2022,2.807995
2023,2.807903
2024,2.807911
2025,2.807846
2026,2.807607
2027,2.807588
2028,2.807613
2029,2.80807
2030,2.807842
2031,2.807765
2032,2.807594
2033,2.807538
2034,2.807497
2035,2.807391
2036,2.80719
2037,2.807338
2038,2.807392
2039,2.806922
2040,2.807021
2041,2.807024
2042,2.807273
2043,2.807246
2044,2.80733
2045,2.807414
2046,2.807177
2047,2.807231
2048,2.806923
2049,2.806785
2050,2.806767
2051,2.806983
2052,2.806873
2053,2.806678
2054,2.806805
2055,2.80688
2056,2.806721
2057,2.807085
2058,2.80688
2059,2.807038
2060,2.806634
2061,2.806273
2062,2.806059
2063,2.806041
2064,2.805841
2065,2.806093
2066,2.806186
2067,2.806144
2068,2.806228
2069,2.806028
2070,2.805946
2071,2.805821
2072,2.80568
2073,2.805709
2074,2.805917
2075,2.80591
2076,2.806078
2077,2.80596
2078,2.805828
2079,2.805792
2080,2.805683
2081,2.805803
2082,2.805338
2083,2.805255
2084,2.805181
2085,2.805242
2086,2.805345
2087,2.805336
2088,2.805032
2089,2.8048
2090,2.804726
2091,2.804844
2092,2.804958
2093,2.805115
2094,2.804965
2095,2.804918
2096,2.804727
2097,2.80446
2098,2.804431
2099,2.804544
2100,2.804604
2101,2.804635
2102,2.804466
2103,2.804205
2104,2.804569
2105,2.803846
2106,2.804028
2107,2.804231
2108,2.804242
2109,2.804202
2110,2.804182
2111,2.804162
2112,2.803779
2113,2.803887
2114,2.803916
2115,2.803908
2116,2.804088
2117,2.803725
2118,2.803669
2119,2.803566
2120,2.803769
2121,2.803417
2122,2.803254
2123,2.803313
2124,2.803316
2125,2.80346
2126,2.80339
2127,2.803221
2128,2.80315
2129,2.802768
2130,2.802567
2131,2.802536
2132,2.802567
2133,2.802678
2134,2.802774
2135,2.802935
2136,2.803312
2137,2.803155
2138,2.803117
2139,2.803023
2140,2.803035
2141,2.802974
2142,2.803119
2143,2.803033
2144,2.803022
2145,2.802684
2146,2.802728
2147,2.802659
2148,2.802346
2149,2.802568
2150,2.802518
2151,2.802567
2152,2.802611
2153,2.802605
2154,2.802531
2155,2.802817
2156,2.802589
2157,2.802196
2158,2.802443
2159,2.80245
2160,2.802846
2161,2.802321
2162,2.802374
2163,2.802336
2164,2.802176
2165,2.80178
2166,2.801978
2167,2.802056
2168,2.802063
2169,2.802165
2170,2.802009
2171,2.801945
2172,2.802223
2173,2.80206
2174,2.801802
2175,2.801756
2176,2.801733
2177,2.801686
2178,2.801944
2179,2.801991
2180,2.801749
2181,2.801744
2182,2.80179
2183,2.801381
2184,2.80119
2185,2.80116
2186,2.801367
2187,2.801248
2188,2.801494
2189,2.801328
2190,2.801126
2191,2.801316
2192,2.801057
2193,2.800862
2194,2.801229
2195,2.801216
2196,2.800861
2197,2.800729
2198,2.800816
2199,2.800983
2200,2.800861
2201,2.800884
2202,2.800944
2203,2.800811
2204,2.800728
2205,2.800692
2206,2.80085
2207,2.800807
2208,2.800586
2209,2.800561
2210,2.800428
2211,2.800464
2212,2.800229
2213,2.800232
2214,2.800164
2215,2.799978
2216,2.799982
2217,2.800148
2218,2.800218
2219,2.799872
2220,2.79973
2221,2.800051
2222,2.799924
2223,2.799755
2224,2.799798
2225,2.799907
2226,2.799556
2227,2.799492
2228,2.799541
2229,2.799631
2230,2.799462
2231,2.799604
2232,2.799517
2233,2.799359
2234,2.799468
2235,2.799417
2236,2.799298
2237,2.799268
2238,2.79941
2239,2.79943
2240,2.799352
2241,2.799088
2242,2.799227
2243,2.799061
2244,2.798906
2245,2.79906
2246,2.799169
2247,2.79891
2248,2.798996
2249,2.799082
2250,2.799193
2251,2.79894
2252,2.798697
2253,2.798457
2254,2.79864
2255,2.798676
2256,2.798821
2257,2.798978
2258,2.798895
2259,2.798769
2260,2.798847
2261,2.798475
2262,2.798439
2263,2.798442
2264,2.798243
2265,2.798357
2266,2.798186
2267,2.797983
2268,2.798096
2269,2.798076
2270,2.798402
2271,2.79844
2272,2.798395
2273,2.798316
2274,2.797982
2275,2.797927
2276,2.797436
2277,2.797373
2278,2.797439
2279,2.797458
2280,2.797705
2281,2.797743
2282,2.797657
2283,2.797813
2284,2.797746
2285,2.797665
2286,2.797514
2287,2.79755
2288,2.797488
2289,2.797368
2290,2.797292
2291,2.797187
2292,2.797253
2293,2.797199
2294,2.796798
2295,2.796944
2296,2.796771
2297,2.796838
2298,2.797081
2299,2.797092
2300,2.79692
2301,2.796882
2302,2.796703
2303,2.796843
2304,2.796596
2305,2.796798
2306,2.796802
2307,2.796655
2308,2.796622
2309,2.796685
2310,2.796762
2311,2.796665
2312,2.796361
2313,2.796583
2314,2.796308
2315,2.796472
2316,2.79657
2317,2.796406
2318,2.796525
2319,2.796745
2320,2.796802
2321,2.796407
2322,2.79634
2323,2.796435
2324,2.796556
2325,2.796048
2326,2.795934
2327,2.796177
2328,2.796481
2329,2.796266
2330,2.796043
2331,2.796283
2332,2.796161
2333,2.796003
2334,2.796012
2335,2.795702
2336,2.795896
2337,2.796011
2338,2.795722
2339,2.795666
2340,2.795726
2341,2.795873
2342,2.795645
2343,2.795302
2344,2.795612
2345,2.79542
2346,2.795251
2347,2.795334
2348,2.795518
2349,2.795206
2350,2.795015
2351,2.794964
2352,2.795238
2353,2.795382
2354,2.795319
2355,2.795073
2356,2.79496
2357,2.795008
2358,2.794616
2359,2.794861
2360,2.79485
2361,2.794978
2362,2.794983
2363,2.794908
2364,2.794932
2365,2.79494
2366,2.794852
2367,2.794817
2368,2.79503
2369,2.794628
2370,2.79478
2371,2.794569
2372,2.794568
2373,2.794693
2374,2.79437
2375,2.794215
2376,2.793901
2377,2.793987
2378,2.793785
2379,2.793934
2380,2.794065
2381,2.793787
2382,2.79406
2383,2.794079
2384,2.793958
2385,2.793938
2386,2.793864
2387,2.793905
2388,2.794057
2389,2.794014
2390,2.794173
2391,2.79402
2392,2.793949
2393,2.793527
2394,2.793622
2395,2.793771
2396,2.793912
2397,2.793972
2398,2.793738
2399,2.793775
2400,2.793639
2401,2.793686
2402,2.793477
2403,2.793513
2404,2.793675
2405,2.793099
2406,2.793169
2407,2.793043
2408,2.793186
2409,2.792935
2410,2.792893
2411,2.792993
2412,2.793192
2413,2.792862
2414,2.792929
2415,2.793042
2416,2.792977
2417,2.792833
2418,2.792749
2419,2.792787
2420,2.792923
2421,2.793046
2422,2.79293
2423,2.792827
2424,2.792856
2425,2.792758
2426,2.792838
2427,2.792895
2428,2.792715
2429,2.792429
2430,2.79223
2431,2.792334
2432,2.792078
2433,2.792084
2434,2.791973
2435,2.792062
2436,2.791915
2437,2.792018
2438,2.792123
2439,2.791893
2440,2.79214
2441,2.792199
2442,2.791935
2443,2.79159
2444,2.791697
2445,2.791822
2446,2.79171
2447,2.792104
2448,2.792149
2449,2.792087
2450,2.791867
2451,2.791782
2452,2.7919
2453,2.791865
2454,2.791814
2455,2.791719
2456,2.791773
2457,2.791893
2458,2.791497
2459,2.791637
2460,2.791714
2461,2.791703
2462,2.791771
2463,2.791485
2464,2.791275
2465,2.791126
2466,2.791153
2467,2.791344
2468,2.791061
2469,2.790953
2470,2.790832
2471,2.791043
2472,2.790717
2473,2.790856
2474,2.791057
2475,2.79081
2476,2.790826
2477,2.790841
2478,2.790894
2479,2.790839
2480,2.790612
2481,2.790574
2482,2.7906
2483,2.790509
2484,2.790647
2485,2.790705
2486,2.790743
2487,2.790682
2488,2.790695
2489,2.79054
2490,2.790574
2491,2.790208
2492,2.790336
2493,2.790868
2494,2.790491
2495,2.790274
2496,2.790226
2497,2.790412
2498,2.790156
2499,2.790319
2500,2.7903
2501,2.790335
2502,2.790185
2503,2.790101
2504,2.790245
2505,2.790209
2506,2.790108
2507,2.790329
2508,2.790164
2509,2.790042
2510,2.790001
2511,2.790149
2512,2.790113
2513,2.790222
2514,2.790145
2515,2.790229
2516,2.790321
2517,2.790312
2518,2.790286
2519,2.789943
2520,2.789773
2521,2.789843
2522,2.789534
2523,2.789638
2524,2.789918
2525,2.789817
2526,2.789983
2527,2.789977
2528,2.789791
2529,2.789773
2530,2.789815
2531,2.789541
2532,2.789294
2533,2.789349
2534,2.78927
2535,2.789089
2536,2.789274
2537,2.789161
2538,2.789377
2539,2.789173
2540,2.789214
2541,2.789344
2542,2.789244
2543,2.789005
2544,2.78883
2545,2.788832
2546,2.788701
2547,2.788545
2548,2.788723
2549,2.788682
2550,2.788864
2551,2.788931
2552,2.788939
2553,2.788604
2554,2.788627
2555,2.788713
2556,2.788751
2557,2.788718
2558,2.788923
2559,2.788661
2560,2.788591
2561,2.788234
2562,2.78828
2563,2.788206
2564,2.788367
2565,2.78857
2566,2.788846
2567,2.788905
2568,2.78851
2569,2.788743
2570,2.788723
2571,2.788386
2572,2.788212
2573,2.788119
2574,2.788171
2575,2.78839
2576,2.788414
2577,2.788389
2578,2.788532
2579,2.788504
2580,2.788659
2581,2.788156
2582,2.787889
2583,2.787884
2584,2.787958
2585,2.788011
2586,2.788084
2587,2.788381
2588,2.788316
2589,2.788295
2590,2.788189
2591,2.787954
2592,2.787678
2593,2.787885
2594,2.788113
2595,2.788028
2596,2.788044
2597,2.787985
2598,2.787764
2599,2.787802
2600,2.787747
2601,2.787891
2602,2.787681
2603,2.787802
2604,2.787561
2605,2.787678
2606,2.787649
2607,2.787692
2608,2.787612
2609,2.78752
2610,2.787471
2611,2.787686
2612,2.787809
2613,2.787548
2614,2.787493
2615,2.787687
2616,2.78745
2617,2.78769
2618,2.787373
2619,2.786886
2620,2.787281
2621,2.787367
2622,2.786912
2623,2.786893
2624,2.786891
2625,2.787262
2626,2.787223
2627,2.787295
2628,2.787306
2629,2.787032
2630,2.786849
2631,2.786888
2632,2.786898
2633,2.787214
2634,2.787049
2635,2.786991
2636,2.787013
2637,2.786681
2638,2.786708
2639,2.786661
2640,2.786243
2641,2.78632
2642,2.786429
2643,2.786404
2644,2.786254
2645,2.786369
2646,2.786521
2647,2.78634
2648,2.786458
2649,2.786614
2650,2.786536
2651,2.786295
2652,2.786351
2653,2.78619
2654,2.786168
2655,2.786384
2656,2.786162
2657,2.786173
2658,2.786141
2659,2.786246
2660,2.786388
2661,2.786094
2662,2.786259
2663,2.786589
2664,2.78637
2665,2.786246
2666,2.786102
2667,2.786097
2668,2.786052
2669,2.785963
2670,2.785838
2671,2.785591
2672,2.785557
2673,2.785529
2674,2.785677
2675,2.785416
2676,2.785436
2677,2.78551
2678,2.785544
2679,2.78539
2680,2.785469
2681,2.785152
2682,2.785315
2683,2.78545
2684,2.785292
2685,2.785032
2686,2.785258
2687,2.785376
2688,2.78517
2689,2.785156
2690,2.7853
2691,2.785151
2692,2.785102
2693,2.785291
2694,2.784724
2695,2.784867
2696,2.785048
2697,2.784833
2698,2.784661
2699,2.784866
2700,2.784796
2701,2.784596
2702,2.78464
2703,2.784465
2704,2.784581
2705,2.784897
2706,2.784823
2707,2.784927
2708,2.784842
2709,2.784771
2710,2.784491
2711,2.784723
2712,2.784696
2713,2.784418
2714,2.784415
2715,2.784483
2716,2.784376
2717,2.784492
2718,2.784212
2719,2.784112
2720,2.784204
2721,2.783876
2722,2.78388
2723,2.783441
2724,2.783505
2725,2.783633
2726,2.7837
2727,2.783506
2728,2.783113
2729,2.783303
2730,2.783233
2731,2.783357
2732,2.782966
2733,2.782954
2734,2.783035
2735,2.783176
2736,2.782962
2737,2.782801
2738,2.782898
2739,2.78311
2740,2.783224
2741,2.783219
2742,2.782941
2743,2.783154
2744,2.782966
2745,2.782954
2746,2.782724
2747,2.782571
2748,2.782808
2749,2.782778
2750,2.782685
2751,2.782806
2752,2.782675
2753,2.782886
2754,2.782504
2755,2.782646
2756,2.782672
2757,2.782847
2758,2.782811
2759,2.782557
2760,2.782244
2761,2.782403
2762,2.782459
2763,2.782252
2764,2.782071
2765,2.782217
2766,2.78222
2767,2.782337
2768,2.782168
2769,2.782437
2770,2.782361
2771,2.782602
2772,2.782553
2773,2.782283
2774,2.782073
2775,2.781887
2776,2.781878
2777,2.781517
2778,2.781887
2779,2.782259
2780,2.782158
2781,2.782268
2782,2.782141
2783,2.781899
2784,2.781529
2785,2.781981
2786,2.781832
2787,2.782187
2788,2.782088
2789,2.781986
2790,2.781877
2791,2.781975
2792,2.781863
2793,2.781775
2794,2.782008
2795,2.781745
2796,2.781587
2797,2.781609
2798,2.78173
2799,2.781807
2800,2.781637
2801,2.781581
2802,2.781526
2803,2.781602
2804,2.781347
2805,2.781314
2806,2.781327
2807,2.781329
2808,2.781229
2809,2.781315
2810,2.781538
2811,2.781397
2812,2.781416
2813,2.781031
2814,2.781116
2815,2.781385
2816,2.781341
2817,2.781173
2818,2.781171
2819,2.781245
2820,2.781018
2821,2.781132
2822,2.780738
2823,2.78128
2824,2.781143
2825,2.781255
2826,2.780895
2827,2.780851
2828,2.781075
2829,2.780718
2830,2.780945
2831,2.781
2832,2.780894
2833,2.780842
2834,2.780777
2835,2.780447
2836,2.78071
2837,2.78055
2838,2.780202
2839,2.780558
2840,2.780636
2841,2.780374
2842,2.780633
2843,2.780902
2844,2.780586
2845,2.780697
2846,2.780531
2847,2.780556
2848,2.780521
2849,2.780479
2850,2.780659
2851,2.780685
2852,2.780364
2853,2.780575
2854,2.780333
2855,2.78027
2856,2.78036
2857,2.780075
2858,2.780184
2859,2.779984
2860,2.780238
2861,2.780159
2862,2.780096
2863,2.779929
2864,2.780174
2865,2.779935
2866,2.779723
2867,2.779722
2868,2.779673
2869,2.77983
2870,2.779723
2871,2.779676
2872,2.77972
2873,2.779672
2874,2.780056
2875,2.780051
2876,2.780262
2877,2.779832
2878,2.779893
2879,2.779747
2880,2.779582
2881,2.779308
2882,2.779392
2883,2.779501
2884,2.779718
2885,2.779483
2886,2.779251
2887,2.779458
2888,2.779674
2889,2.779767
2890,2.779468
2891,2.779726
2892,2.77947
2893,2.779744
2894,2.779807
2895,2.779505
2896,2.779543
2897,2.779463
2898,2.779234
2899,2.77901
2900,2.779103
2901,2.779114
2902,2.778893
2903,2.778744
2904,2.778884
2905,2.77864
2906,2.778757
2907,2.77874
2908,2.778516
2909,2.778623
2910,2.778363
2911,2.778302
2912,2.778475
2913,2.778237
2914,2.778448
2915,2.778294
2916,2.778287
2917,2.778077
2918,2.778519
2919,2.778433
2920,2.778486
2921,2.778481
2922,2.77846
2923,2.778347
2924,2.778419
2925,2.778229
2926,2.778181
2927,2.778182
2928,2.778337
2929,2.778074
2930,2.777943
2931,2.777807
2932,2.777758
2933,2.77784
2934,2.777716
2935,2.778003
2936,2.777942
2937,2.777912
2938,2.777941
2939,2.777513
2940,2.777408
2941,2.77775
2942,2.777678
2943,2.777629
2944,2.777582
2945,2.77771
2946,2.777634
2947,2.777533
2948,2.777472
2949,2.777366
2950,2.777095
2951,2.777218
2952,2.777215
2953,2.777072
2954,2.777343
2955,2.777121
2956,2.777166
2957,2.777282
2958,2.777082
2959,2.776832
2960,2.777003
2961,2.777273
2962,2.777368
2963,2.777332
2964,2.777081
2965,2.777225
2966,2.777199
2967,2.777008
2968,2.777194
2969,2.776944
2970,2.776712
2971,2.7765
2972,2.776976
2973,2.777083
2974,2.776723
2975,2.776637
2976,2.77638
2977,2.7767
2978,2.776867
2979,2.77651
2980,2.776557
2981,2.776576
2982,2.776922
2983,2.777012
2984,2.777042
2985,2.777057
2986,2.776816
2987,2.776626
2988,2.776578
2989,2.776579
2990,2.776772
2991,2.776938
2992,2.776684
2993,2.776775
2994,2.776732
2995,2.77636
2996,2.776527
2997,2.776549
2998,2.776535
2999,2.776516
3000,2.776528
3001,2.776851
3002,2.776812
3003,2.776978
3004,2.776829
3005,2.776837
3006,2.776661
3007,2.776719
3008,2.776843
3009,2.776382
3010,2.776511
3011,2.776368
3012,2.776338
3013,2.776652
3014,2.776771
3015,2.776966
3016,2.776665
3017,2.776364
3018,2.776384
3019,2.776405
3020,2.776251
3021,2.776247
3022,2.776195
3023,2.776263
3024,2.776221
3025,2.77613
3026,2.775987
3027,2.775866
3028,2.776006
3029,2.775906
3030,2.776078
3031,2.77627
3032,2.776294
3033,2.775943
3034,2.776106
3035,2.77554
3036,2.775898
3037,2.775848
3038,2.77562
3039,2.775377
3040,2.775476
3041,2.775817
3042,2.77576
3043,2.775693
3044,2.775846
3045,2.775975
3046,2.775858
3047,2.775645
3048,2.775627
3049,2.775595
3050,2.77569
3051,2.775364
3052,2.775582
3053,2.77532
3054,2.77555
3055,2.775382
3056,2.775719
3057,2.775711
3058,2.775793
3059,2.775726
3060,2.775561
3061,2.775392
3062,2.775578
3063,2.775337
3064,2.77534
3065,2.775485
3066,2.775505
3067,2.77533
3068,2.77552
